Data;Output
Эй  ассистент  Перезагрузи систему  потом установи системную громкость на 90   выбери в качестве аудиоустройства наушники и установи яркость подсветки на 50   Интересно  а сколько лет самому старому зданию в нашем городе?;0 0 3 3 0 1 1 1 1 1 2 2 2 2 2 0 4 4 4 4 4 0 0 0 0 0 0 0 0 0 0
Начни с Переключи аудиоустройство на беспроводные наушники  затем прибавь громкость в Браузере  переведи компьютер в режим сна и смени цвет подсветки на оранжевый  Кажется  завтра будет важное совещание  нужно подготовить отчёт ;0 0 2 2 2 2 2 0 1 1 1 1 3 3 3 3 3 0 4 4 4 4 4 0 0 0 0 0 0 0 0
Привет  Сначала убавь звук в Телеграмме до минимума  затем переключи всё аудио на динамики  прибавь громкость в Дискорде и поменяй яркость подсветки на 75   Я сегодня видел  как дети играли в футбол в парке  очень азартно и весело ;0 0 1 1 1 1 1 1 0 2 2 2 2 2 1 1 1 1 0 4 4 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Смени цвет подсветки на фиолетовый  затем установи громкость в Браузере на 85   переключи аудиоустройство на звуковую карту и перезагрузи компьютер  Внезапно вспомнил  что сегодня день рождения у сестры  нужно поздравить ;4 4 4 4 4 0 1 1 1 1 1 1 2 2 2 2 2 0 3 3 0 0 0 0 0 0 0 0 0 0
Эй  друг  Выключи компьютер  но перед этим убавь системную громкость  выбери для звука Bluetooth-колонку и смени цвет подсветки на голубой  Надо бы проверить  не истёк ли срок действия членства в библиотеке ;0 0 3 3 0 0 0 1 1 1 2 2 2 2 0 4 4 4 4 4 0 0 0 0 0 0 0 0 0 0 0
Привет  Начни с того  что переведи компьютер в спящий режим  затем убавь громкость в Браузере  смени аудиоустройство на динамики и поменяй цвет подсветки на розовый  Я слышал  что в кафе на углу теперь есть живые цветы на столах ;0 0 0 0 0 3 3 3 3 3 0 1 1 1 1 2 2 2 2 0 4 4 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0
Смени цвет подсветки на синий  затем прибавь громкость в Телеграмме на два деления  переключи аудиоустройство на колонки и выключи компьютер  Кстати  мне нужно обновить прошивку на smart-часах ;4 4 4 4 4 0 1 1 1 1 1 1 1 2 2 2 2 0 3 3 0 0 0 0 0 0 0
Эй  ассистент  Перезагрузи систему  потом установи громкость в Дискорде на 70   выбери в качестве аудиоустройства монитор и установи яркость подсветки на 65   Интересно  а почему у собак такой хороший нюх?;0 0 3 3 0 1 1 1 1 1 1 2 2 2 2 2 0 4 4 4 4 4 0 0 0 0 0 0 0 0
Начни с Переключи аудиоустройство на беспроводные наушники  затем убавь системную громкость до 95   переведи компьютер в режим сна и смени цвет подсветки на красный  Кажется  пора купить новый чехол для наушников ;0 0 2 2 2 2 2 0 1 1 1 1 1 3 3 3 3 3 0 4 4 4 4 4 0 0 0 0 0 0 0
Привет  Сначала приглуши звук в Браузере  затем переключи всё аудио на динамики  прибавь громкость в Телеграмме и поменяй яркость подсветки на 80   Я сегодня видел  как ворона пыталась украсть блестящую заколку у девушки  очень нагло ;0 0 1 1 1 1 0 2 2 2 2 2 1 1 1 1 0 4 4 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0
